,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
479,jsat,32201 (3.66-3.93),32238 (6.40-6.80),161855.91998291016,1.43,1.0,0.23,19.098,0.0,,7.05,19.94,7.7,9.4666,0.0,0.0482738,8.48,20.94,7.93
468,jsat,32201 (3.66-3.93),32234 (5.10-5.55),162039.07014465332,5.52,12.18,1.12,19.098,0.0,,7.05,19.94,7.7,25.5233,0.0,0.0506868,12.57,7.76,8.82
467,jsat,32201 (3.66-3.93),32234 (4.69-4.94),162051.28016662598,5.34,14.66,2.09,19.098,0.0,,7.05,19.94,7.7,25.5276,0.0,0.0676609,12.39,5.28,9.79
744,jsat,32225 (4.52-4.95),34165 (3.52-3.70),164517.6982421875,,17.6,,19.1233,3.4687,,9.43,21.37,7.8,18.8646,13.2777,0.0,,3.77,
341,jsat,30506 (4.93-5.03),34188 (4.04-4.20),165250.30114746094,2.77,16.74,5.52,38.2955,21.215,,17.77,-3.8,13.88,18.8332,4.51371,0.0,15.0,12.94,8.36
839,jsat,32228 (3.72-4.00),34188 (4.04-4.20),165738.70176696777,3.01,11.71,0.45,25.7514,4.76522,,11.99,24.65,7.91,18.8332,4.51371,0.0,15.0,12.94,8.36
553,jsat,32201 (4.55-4.81),34188 (4.90-5.06),166434.666015625,5.12,16.01,0.59,19.1003,0.0,,9.65,25.35,7.74,18.8245,6.73915,0.0,14.77,9.34,8.33
380,jsat,32201 (2.55-2.77),32239 (2.11-2.47),166752.13429260254,1.48,0.7,0.01,9.59389,0.0,,7.05,29.71,7.32,9.47128,0.0,0.0275171,8.53,30.41,7.33
116,jsat,28767 (5.90-6.31),34189 (2.87-3.20),167167.28173828125,11.52,12.42,2.24,2.15433,0.0,,4.28,11.98,5.13,18.8352,5.00709,0.0,15.8,24.4,7.37
1053,jsat,32233 (5.05-5.33),34188 (2.24-2.41),168302.80859375,4.09,20.94,0.98,25.747,0.0,1.9545,11.88,20.17,8.87,18.8204,0.0298251,0.0,15.97,41.11,7.89
226,jsat,30506 (3.53-3.71),34188 (3.25-3.42),169181.9259033203,2.75,26.22,4.52,38.3254,21.2135,,18.99,-2.39,12.6,18.8302,2.66714,0.0,16.24,23.83,8.08
551,jsat,32201 (4.55-4.81),34188 (4.04-4.20),169548.2158203125,5.35,12.41,0.62,19.1003,0.0,,9.65,25.35,7.74,18.8332,4.51371,0.0,15.0,12.94,8.36
841,jsat,32228 (3.72-4.00),34188 (4.90-5.06),170451.76719665527,2.78,15.31,0.42,25.7514,4.76522,,11.99,24.65,7.91,18.8245,6.73915,0.0,14.77,9.34,8.33
73,jsat,28767 (5.90-6.31),32225 (5.52-5.95),170598.29296875,5.15,13.42,2.5,2.15433,0.0,,4.28,11.98,5.13,9.65691,3.46728,,9.43,25.4,7.63
879,jsat,32228 (4.42-4.72),34165 (2.00-2.33),171575.0920562744,,5.46,1.47,25.7448,7.0675,,11.94,23.43,7.97,18.8512,0.0243271,0.0,,17.97,6.5
343,jsat,30506 (4.93-5.03),34188 (4.90-5.06),171623.92907714844,3.0,13.14,5.55,38.2955,21.215,,17.77,-3.8,13.88,18.8245,6.73915,0.0,14.77,9.34,8.33
613,jsat,32225 (2.70-3.00),32228 (4.42-4.72),172844.9338531494,5.1,5.46,0.42,9.48025,3.49116,,6.84,17.97,7.55,25.7448,7.0675,,11.94,23.43,7.97
358,jsat,32201 (2.55-2.77),32228 (6.20-6.48),172991.4496459961,4.47,7.92,0.64,9.59389,0.0,,7.05,29.71,7.32,25.7023,12.8457,,11.52,21.79,7.96
364,jsat,32201 (2.55-2.77),32235 (3.49-3.87),175995.112991333,6.62,9.05,0.68,9.59389,0.0,,7.05,29.71,7.32,25.5696,0.0,0.962967,13.67,20.66,8.0
1243,jsat,32235 (4.03-5.00),34189 (2.87-3.20),176642.25086975098,2.12,4.22,0.12,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8352,5.00709,0.0,15.8,24.4,7.37
373,jsat,32201 (2.55-2.77),32238 (5.72-6.08),176666.6636352539,1.41,13.19,0.84,9.59389,0.0,,7.05,29.71,7.32,9.46889,0.0,0.0927535,8.46,16.52,8.16
173,jsat,30506 (3.21-3.27),34189 (2.87-3.20),176825.40283203125,3.17,24.87,3.79,38.314,21.1985,,18.97,-0.47,11.16,18.8352,5.00709,0.0,15.8,24.4,7.37
1238,jsat,32235 (4.03-5.00),34188 (2.24-2.41),177240.53700256348,2.29,20.93,0.4,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8204,0.0298251,0.0,15.97,41.11,7.89
371,jsat,32201 (2.55-2.77),32238 (2.46-2.72),177851.03483581543,1.49,1.84,0.17,9.59389,0.0,,7.05,29.71,7.32,9.47367,0.0,0.0287791,8.54,27.87,7.49
368,jsat,32201 (2.55-2.77),32235 (6.49-6.84),177851.03485107422,6.84,7.59,0.03,9.59389,0.0,,7.05,29.71,7.32,25.5133,0.0,0.274347,13.89,22.12,7.29
168,jsat,30506 (3.21-3.27),34188 (2.24-2.41),177948.71728515625,3.0,41.58,3.27,38.314,21.1985,,18.97,-0.47,11.16,18.8204,0.0298251,0.0,15.97,41.11,7.89
376,jsat,32201 (2.55-2.77),32239 (3.90-4.20),178107.44511413574,1.34,11.04,0.79,9.59389,0.0,,7.05,29.71,7.32,9.47201,0.0,0.122662,8.39,18.67,8.11
1632,jsat,32238 (3.58-3.84),34189 (2.87-3.20),178962.15229797363,7.31,2.25,0.47,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8352,5.00709,0.0,15.8,24.4,7.37
409,jsat,32233 (2.76-2.96),32225 (5.52-5.95),179120.859375,2.97,6.25,0.25,25.778,0.0,,12.4,31.65,7.88,9.65691,3.46728,,9.43,25.4,7.63
1654,jsat,32239 (2.11-2.47),34189 (2.87-3.20),179145.30421447754,7.27,6.01,0.04,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8352,5.00709,0.0,15.8,24.4,7.37
1649,jsat,32239 (2.11-2.47),34188 (2.24-2.41),179267.40187072754,7.44,10.7,0.56,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8204,0.0298251,0.0,15.97,41.11,7.89
470,jsat,32201 (3.66-3.93),32235 (4.03-5.00),180415.13856506348,6.63,0.24,0.21,19.098,0.0,,7.05,19.94,7.7,25.5597,0.0,0.934225,13.68,20.18,7.49
766,jsat,32225 (5.52-5.95),32235 (4.03-5.00),181159.95301818848,4.25,5.22,0.14,9.65691,3.46728,,9.43,25.4,7.63,25.5597,0.0,0.934225,13.68,20.18,7.49
484,jsat,32201 (3.66-3.93),32238 (3.58-3.84),181623.92964172363,1.44,2.21,0.14,19.098,0.0,,7.05,19.94,7.7,9.47125,0.0,0.0842352,8.49,22.15,7.84
1627,jsat,32238 (3.58-3.84),34188 (2.24-2.41),182307.69136047363,7.48,18.96,0.05,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8204,0.0298251,0.0,15.97,41.11,7.89
71,jsat,28767 (5.90-6.31),32225 (3.52-3.70),182686.19580078125,2.68,4.15,2.62,2.15433,0.0,,4.28,11.98,5.13,19.1133,3.47633,,6.96,16.13,7.75
781,jsat,32225 (5.52-5.95),32239 (2.11-2.47),183504.27687072754,0.9,5.01,0.3,9.65691,3.46728,,9.43,25.4,7.63,9.47128,0.0,0.0275171,8.53,30.41,7.33
12,jsat,28767 (2.00-2.50),32225 (5.52-5.95),183565.32568359375,5.39,9.52,1.73,1.34941,0.0,,4.04,15.88,5.9,9.65691,3.46728,,9.43,25.4,7.63
780,jsat,32225 (5.52-5.95),32238 (3.58-3.84),184297.92573547363,0.94,3.25,0.21,9.65691,3.46728,,9.43,25.4,7.63,9.47125,0.0,0.0842352,8.49,22.15,7.84
480,jsat,32201 (3.66-3.93),32239 (3.20-3.40),184822.953125,1.4,2.52,0.26,19.098,0.0,,7.05,19.94,7.7,9.47453,0.0,0.0793621,8.45,22.46,7.96
340,jsat,30506 (4.93-5.03),34188 (3.25-3.42),185921.8526611328,1.53,27.63,5.8,38.2955,21.215,,17.77,-3.8,13.88,18.8302,2.66714,0.0,16.24,23.83,8.08
974,jsat,32228 (6.20-6.48),34189 (2.87-3.20),186947.5004272461,4.28,2.61,0.59,25.7023,12.8457,,11.52,21.79,7.96,18.8352,5.00709,0.0,15.8,24.4,7.37
471,jsat,32201 (3.66-3.93),32235 (5.55-5.98),187081.8053741455,6.61,0.05,0.22,19.098,0.0,,7.05,19.94,7.7,25.5361,0.0,0.926972,13.66,19.89,7.48
466,jsat,32201 (3.66-3.93),32234 (3.50-3.70),187167.27546691895,6.29,1.2,1.09,19.098,0.0,,7.05,19.94,7.7,25.546,0.0,2.14927,13.34,18.74,8.79
563,jsat,32201 (5.90-6.20),32225 (5.52-5.95),187289.36328125,0.12,14.71,0.26,9.6541,0.0,,9.55,40.11,7.37,9.65691,3.46728,,9.43,25.4,7.63
472,jsat,32201 (3.66-3.93),32235 (6.07-6.42),187313.7956237793,6.44,0.6,0.09,19.098,0.0,,7.05,19.94,7.7,25.5268,0.0,0.862729,13.49,19.34,7.61
701,jsat,32225 (3.52-3.70),34188 (4.90-5.06),187399.259765625,7.81,6.79,0.58,19.1133,3.47633,,6.96,16.13,7.75,18.8245,6.73915,0.0,14.77,9.34,8.33
751,jsat,32225 (4.52-4.95),34189 (4.25-4.50),187692.29638671875,5.66,1.24,0.36,19.1233,3.4687,,9.43,21.37,7.8,18.8358,7.42697,0.0,15.09,20.13,7.44
923,jsat,32228 (5.22-5.50),34165 (2.00-2.33),188583.63995361328,,3.27,1.53,25.7248,9.63407,,11.81,21.24,8.03,18.8512,0.0243271,0.0,,17.97,6.5
1057,jsat,32233 (5.05-5.33),34188 (4.90-5.06),189096.462890625,2.89,10.83,0.54,25.747,0.0,1.9545,11.88,20.17,8.87,18.8245,6.73915,0.0,14.77,9.34,8.33
699,jsat,32225 (3.52-3.70),34188 (4.04-4.20),190451.7626953125,8.04,3.19,0.61,19.1133,3.47633,,6.96,16.13,7.75,18.8332,4.51371,0.0,15.0,12.94,8.36
10,jsat,28767 (2.00-2.50),32225 (3.52-3.70),190744.8037109375,2.92,0.25,1.85,1.34941,0.0,,4.04,15.88,5.9,19.1133,3.47633,,6.96,16.13,7.75
969,jsat,32228 (6.20-6.48),34188 (2.24-2.41),191001.2201538086,4.45,19.32,0.07,25.7023,12.8457,,11.52,21.79,7.96,18.8204,0.0298251,0.0,15.97,41.11,7.89
759,jsat,32225 (5.52-5.95),32228 (6.20-6.48),191575.0932006836,2.09,3.61,0.33,9.65691,3.46728,,9.43,25.4,7.63,25.7023,12.8457,,11.52,21.79,7.96
614,jsat,32225 (2.70-3.00),32228 (5.22-5.50),191807.08331298828,4.97,3.27,0.48,9.48025,3.49116,,6.84,17.97,7.55,25.7248,9.63407,,11.81,21.24,8.03
1540,jsat,32239 (3.20-3.40),34189 (2.87-3.20),191904.76635742188,7.35,1.94,0.59,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8352,5.00709,0.0,15.8,24.4,7.37
1055,jsat,32233 (5.05-5.33),34188 (4.04-4.20),192148.9658203125,3.12,7.23,0.51,25.747,0.0,1.9545,11.88,20.17,8.87,18.8332,4.51371,0.0,15.0,12.94,8.36
926,jsat,32228 (5.22-5.50),34188 (3.25-3.42),193638.57977294922,4.43,2.59,0.05,25.7248,9.63407,,11.81,21.24,8.03,18.8302,2.66714,0.0,16.24,23.83,8.08
776,jsat,32225 (5.52-5.95),32239 (3.20-3.40),193992.67626953125,0.98,2.94,0.33,9.65691,3.46728,,9.43,25.4,7.63,9.47453,0.0,0.0793621,8.45,22.46,7.96
550,jsat,32201 (4.55-4.81),34188 (3.25-3.42),195641.017578125,6.59,1.52,0.34,19.1003,0.0,,9.65,25.35,7.74,18.8302,2.66714,0.0,16.24,23.83,8.08
882,jsat,32228 (4.42-4.72),34188 (3.25-3.42),196288.1526031494,4.3,0.4,0.11,25.7448,7.0675,,11.94,23.43,7.97,18.8302,2.66714,0.0,16.24,23.83,8.08
1209,jsat,32235 (3.49-3.87),34189 (2.87-3.20),196398.05097961426,2.13,3.74,0.63,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8352,5.00709,0.0,15.8,24.4,7.37
765,jsat,32225 (5.52-5.95),32235 (3.49-3.87),197802.20014953613,4.24,4.74,0.37,9.65691,3.46728,,9.43,25.4,7.63,25.5696,0.0,0.962967,13.67,20.66,8.0
838,jsat,32228 (3.72-4.00),34188 (3.25-3.42),198302.8046722412,4.25,0.82,0.17,25.7514,4.76522,,11.99,24.65,7.91,18.8302,2.66714,0.0,16.24,23.83,8.08
1490,jsat,32238 (5.72-6.08),34189 (2.87-3.20),198388.2827758789,7.34,7.88,0.79,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8352,5.00709,0.0,15.8,24.4,7.37
1535,jsat,32239 (3.20-3.40),34188 (2.24-2.41),198498.1689453125,7.52,18.65,0.07,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8204,0.0298251,0.0,15.97,41.11,7.89
230,jsat,30506 (3.53-3.71),34189 (2.87-3.20),198583.6427001953,3.19,26.79,5.23,38.3254,21.2135,,18.99,-2.39,12.6,18.8352,5.00709,0.0,15.8,24.4,7.37
774,jsat,32225 (5.52-5.95),32238 (5.72-6.08),199133.0913696289,0.97,8.88,0.53,9.65691,3.46728,,9.43,25.4,7.63,9.46889,0.0,0.0927535,8.46,16.52,8.16
356,jsat,32201 (2.55-2.77),32228 (4.42-4.72),199340.6565093994,4.89,6.28,0.65,9.59389,0.0,,7.05,29.71,7.32,25.7448,7.0675,,11.94,23.43,7.97
773,jsat,32225 (5.52-5.95),32238 (4.63-5.06),200170.9426727295,0.92,5.64,0.36,9.65691,3.46728,,9.43,25.4,7.63,9.47207,0.0,0.177642,8.51,19.76,7.99
450,jsat,32233 (2.76-2.96),34189 (2.87-3.20),200427.330078125,3.4,7.25,0.51,25.778,0.0,,12.4,31.65,7.88,18.8352,5.00709,0.0,15.8,24.4,7.37
778,jsat,32225 (5.52-5.95),32239 (4.56-4.95),200659.34298706055,0.93,10.5,0.76,9.65691,3.46728,,9.43,25.4,7.63,9.47235,0.0,0.10587,8.5,14.9,8.39
560,jsat,32201 (5.90-6.20),32225 (2.70-3.00),201172.15234375,2.71,22.14,0.18,9.6541,0.0,,9.55,40.11,7.37,9.48025,3.49116,,6.84,17.97,7.55
779,jsat,32225 (5.52-5.95),32239 (5.80-6.10),201245.42350769043,0.68,14.53,1.39,9.65691,3.46728,,9.43,25.4,7.63,9.46983,0.0,0.0811663,8.75,10.87,9.02
767,jsat,32225 (5.52-5.95),32235 (5.55-5.98),201306.47358703613,4.23,5.51,0.15,9.65691,3.46728,,9.43,25.4,7.63,25.5361,0.0,0.926972,13.66,19.89,7.48
930,jsat,32228 (5.22-5.50),34189 (2.87-3.20),201330.89581298828,3.99,3.16,0.66,25.7248,9.63407,,11.81,21.24,8.03,18.8352,5.00709,0.0,15.8,24.4,7.37
762,jsat,32225 (5.52-5.95),32234 (3.50-3.70),201367.5236968994,3.91,6.66,1.16,9.65691,3.46728,,9.43,25.4,7.63,25.546,0.0,2.14927,13.34,18.74,8.79
770,jsat,32225 (5.52-5.95),32237 (2.37-2.98),201367.5237121582,0.96,1.24,0.17,9.65691,3.46728,,9.43,25.4,7.63,9.48679,0.0,0.0285357,8.47,24.16,7.8
677,jsat,32225 (3.52-3.70),32238 (4.63-5.06),201379.72453308105,1.55,3.63,0.24,19.1133,3.47633,,6.96,16.13,7.75,9.47207,0.0,0.177642,8.51,19.76,7.99
769,jsat,32225 (5.52-5.95),32235 (6.49-6.84),201391.94369506836,4.46,3.28,0.34,9.65691,3.46728,,9.43,25.4,7.63,25.5133,0.0,0.274347,13.89,22.12,7.29
772,jsat,32225 (5.52-5.95),32238 (2.46-2.72),201489.62379455566,0.89,2.47,0.14,9.65691,3.46728,,9.43,25.4,7.63,9.47367,0.0,0.0287791,8.54,27.87,7.49
485,jsat,32201 (3.66-3.93),32239 (2.11-2.47),201514.04054260254,1.48,10.47,0.37,19.098,0.0,,7.05,19.94,7.7,9.47128,0.0,0.0275171,8.53,30.41,7.33
775,jsat,32225 (5.52-5.95),32238 (6.40-6.80),201526.25386047363,0.95,4.46,0.3,9.65691,3.46728,,9.43,25.4,7.63,9.4666,0.0,0.0482738,8.48,20.94,7.93
682,jsat,32225 (3.52-3.70),32239 (4.56-4.95),201538.45462036133,1.54,1.23,0.64,19.1133,3.47633,,6.96,16.13,7.75,9.47235,0.0,0.10587,8.5,14.9,8.39
757,jsat,32225 (5.52-5.95),32228 (4.42-4.72),201599.5139312744,2.51,1.97,0.34,9.65691,3.46728,,9.43,25.4,7.63,25.7448,7.0675,,11.94,23.43,7.97
768,jsat,32225 (5.52-5.95),32235 (6.07-6.42),201660.56399536133,4.06,6.06,0.02,9.65691,3.46728,,9.43,25.4,7.63,25.5268,0.0,0.862729,13.49,19.34,7.61
683,jsat,32225 (3.52-3.70),32239 (5.80-6.10),201721.6047821045,1.79,5.26,1.27,19.1133,3.47633,,6.96,16.13,7.75,9.46983,0.0,0.0811663,8.75,10.87,9.02
1345,jsat,32235 (6.49-6.84),34189 (2.87-3.20),201721.6162109375,1.91,2.28,0.08,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8352,5.00709,0.0,15.8,24.4,7.37
1277,jsat,32235 (5.55-5.98),34189 (2.87-3.20),201746.03620910645,2.14,4.51,0.11,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8352,5.00709,0.0,15.8,24.4,7.37
777,jsat,32225 (5.52-5.95),32239 (3.90-4.20),201794.87411499023,1.04,6.73,0.48,9.65691,3.46728,,9.43,25.4,7.63,9.47201,0.0,0.122662,8.39,18.67,8.11
1097,jsat,32234 (3.50-3.70),34189 (2.87-3.20),201794.87632751465,2.46,5.66,1.42,25.546,0.0,2.14927,13.34,18.74,8.79,18.8352,5.00709,0.0,15.8,24.4,7.37
1377,jsat,32237 (2.37-2.98),34189 (2.87-3.20),201794.87634277344,7.33,0.24,0.43,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8352,5.00709,0.0,15.8,24.4,7.37
675,jsat,32225 (3.52-3.70),32237 (3.74-4.01),201807.07489013672,1.62,3.65,1.34,19.1133,3.47633,,6.96,16.13,7.75,9.4875,0.0,0.0881912,8.58,12.48,9.09
764,jsat,32225 (5.52-5.95),32234 (5.10-5.55),201855.92414855957,3.14,17.64,1.19,9.65691,3.46728,,9.43,25.4,7.63,25.5233,0.0,0.0506868,12.57,7.76,8.82
763,jsat,32225 (5.52-5.95),32234 (4.69-4.94),201868.13417053223,2.96,20.12,2.16,9.65691,3.46728,,9.43,25.4,7.63,25.5276,0.0,0.0676609,12.39,5.28,9.79
674,jsat,32225 (3.52-3.70),32237 (2.37-2.98),201880.3349609375,1.51,8.03,0.05,19.1133,3.47633,,6.96,16.13,7.75,9.48679,0.0,0.0285357,8.47,24.16,7.8
679,jsat,32225 (3.52-3.70),32238 (6.40-6.80),201892.54498291016,1.52,4.81,0.18,19.1133,3.47633,,6.96,16.13,7.75,9.4666,0.0,0.0482738,8.48,20.94,7.93
1436,jsat,32238 (2.46-2.72),34189 (2.87-3.20),201916.9764251709,7.26,3.47,0.12,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8352,5.00709,0.0,15.8,24.4,7.37
886,jsat,32228 (4.42-4.72),34189 (2.87-3.20),202002.4465484619,3.86,0.97,0.6,25.7448,7.0675,,11.94,23.43,7.97,18.8352,5.00709,0.0,15.8,24.4,7.37
668,jsat,32225 (3.52-3.70),32234 (5.10-5.55),202075.69514465332,5.61,8.37,1.07,19.1133,3.47633,,6.96,16.13,7.75,25.5233,0.0,0.0506868,12.57,7.76,8.82
667,jsat,32225 (3.52-3.70),32234 (4.69-4.94),202087.90516662598,5.43,10.85,2.04,19.1133,3.47633,,6.96,16.13,7.75,25.5276,0.0,0.0676609,12.39,5.28,9.79
1311,jsat,32235 (6.07-6.42),34189 (2.87-3.20),202161.17669677734,2.31,5.06,0.24,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8352,5.00709,0.0,15.8,24.4,7.37
1563,jsat,32239 (3.90-4.20),34189 (2.87-3.20),202271.06678771973,7.41,5.73,0.74,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8352,5.00709,0.0,15.8,24.4,7.37
1136,jsat,32234 (4.69-4.94),34189 (2.87-3.20),202393.16688537598,3.41,19.12,2.42,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8352,5.00709,0.0,15.8,24.4,7.37
72,jsat,28767 (5.90-6.31),32225 (4.52-4.95),202637.35302734375,5.15,9.39,2.67,2.15433,0.0,,4.28,11.98,5.13,19.1233,3.4687,,9.43,21.37,7.8
1204,jsat,32235 (3.49-3.87),34188 (2.24-2.41),203675.21430969238,2.3,20.45,0.11,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8204,0.0298251,0.0,15.97,41.11,7.89
344,jsat,30506 (4.93-5.03),34189 (2.87-3.20),204505.49938964844,1.97,28.2,6.51,38.2955,21.215,,17.77,-3.8,13.88,18.8352,5.00709,0.0,15.8,24.4,7.37
1485,jsat,32238 (5.72-6.08),34188 (2.24-2.41),206324.7866821289,7.51,24.59,0.27,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8204,0.0298251,0.0,15.97,41.11,7.89
225,jsat,30506 (3.53-3.71),34188 (2.24-2.41),206544.5665283203,3.02,43.5,4.71,38.3254,21.2135,,18.99,-2.39,12.6,18.8204,0.0298251,0.0,15.97,41.11,7.89
599,jsat,32201 (5.90-6.20),34165 (2.00-2.33),207252.734375,,22.14,0.87,9.6541,0.0,,9.55,40.11,7.37,18.8512,0.0243271,0.0,,17.97,6.5
696,jsat,32225 (3.52-3.70),34165 (3.52-3.70),207667.8818359375,,12.36,,19.1133,3.47633,,6.96,16.13,7.75,18.8646,13.2777,0.0,,3.77,
463,jsat,32201 (3.66-3.93),32228 (6.20-6.48),207753.3558959961,4.47,1.85,0.26,19.098,0.0,,7.05,19.94,7.7,25.7023,12.8457,,11.52,21.79,7.96
835,jsat,32228 (3.72-4.00),34165 (2.00-2.33),208852.26133728027,,6.68,1.41,25.7514,4.76522,,11.99,24.65,7.91,18.8512,0.0243271,0.0,,17.97,6.5
842,jsat,32228 (3.72-4.00),34189 (2.87-3.20),209731.38438415527,3.81,0.25,0.54,25.7514,4.76522,,11.99,24.65,7.91,18.8352,5.00709,0.0,15.8,24.4,7.37
925,jsat,32228 (5.22-5.50),34188 (2.24-2.41),209755.8002319336,4.16,19.87,0.14,25.7248,9.63407,,11.81,21.24,8.03,18.8204,0.0298251,0.0,15.97,41.11,7.89
1340,jsat,32235 (6.49-6.84),34188 (2.24-2.41),210732.60122680664,2.08,18.99,0.6,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8204,0.0298251,0.0,15.97,41.11,7.89
469,jsat,32201 (3.66-3.93),32235 (3.49-3.87),210757.019241333,6.62,0.72,0.3,19.098,0.0,,7.05,19.94,7.7,25.5696,0.0,0.962967,13.67,20.66,8.0
1272,jsat,32235 (5.55-5.98),34188 (2.24-2.41),210866.91133117676,2.31,21.22,0.41,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8204,0.0298251,0.0,15.97,41.11,7.89
1092,jsat,32234 (3.50-3.70),34188 (2.24-2.41),210903.54145812988,2.63,22.37,0.9,25.546,0.0,2.14927,13.34,18.74,8.79,18.8204,0.0298251,0.0,15.97,41.11,7.89
1431,jsat,32238 (2.46-2.72),34188 (2.24-2.41),211025.64155578613,7.43,13.24,0.4,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8204,0.0298251,0.0,15.97,41.11,7.89
881,jsat,32228 (4.42-4.72),34188 (2.24-2.41),211086.6916656494,4.03,17.68,0.08,25.7448,7.0675,,11.94,23.43,7.97,18.8204,0.0298251,0.0,15.97,41.11,7.89
1306,jsat,32235 (6.07-6.42),34188 (2.24-2.41),211343.10189819336,2.48,21.77,0.28,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8204,0.0298251,0.0,15.97,41.11,7.89
478,jsat,32201 (3.66-3.93),32238 (5.72-6.08),211428.5698852539,1.41,3.42,0.46,19.098,0.0,,7.05,19.94,7.7,9.46889,0.0,0.0927535,8.46,16.52,8.16
1558,jsat,32239 (3.90-4.20),34188 (2.24-2.41),211428.57196044922,7.58,22.44,0.22,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8204,0.0298251,0.0,15.97,41.11,7.89
1052,jsat,32233 (5.05-5.33),34165 (3.52-3.70),212197.8037109375,,16.4,,25.747,0.0,1.9545,11.88,20.17,8.87,18.8646,13.2777,0.0,,3.77,
476,jsat,32201 (3.66-3.93),32238 (2.46-2.72),212612.94108581543,1.49,7.93,0.21,19.098,0.0,,7.05,19.94,7.7,9.47367,0.0,0.0287791,8.54,27.87,7.49
473,jsat,32201 (3.66-3.93),32235 (6.49-6.84),212612.94110107422,6.84,2.18,0.41,19.098,0.0,,7.05,19.94,7.7,25.5133,0.0,0.274347,13.89,22.12,7.29
481,jsat,32201 (3.66-3.93),32239 (3.90-4.20),212869.35136413574,1.34,1.27,0.41,19.098,0.0,,7.05,19.94,7.7,9.47201,0.0,0.122662,8.39,18.67,8.11
837,jsat,32228 (3.72-4.00),34188 (2.24-2.41),213003.66368103027,3.98,16.46,0.02,25.7514,4.76522,,11.99,24.65,7.91,18.8204,0.0298251,0.0,15.97,41.11,7.89
11,jsat,28767 (2.00-2.50),32225 (4.52-4.95),213968.244140625,5.39,5.49,1.9,1.34941,0.0,,4.04,15.88,5.9,19.1233,3.4687,,9.43,21.37,7.8
705,jsat,32225 (3.52-3.70),34189 (6.25-6.50),215091.568359375,7.95,2.92,0.55,19.1133,3.47633,,6.96,16.13,7.75,18.8269,13.0138,0.0,14.91,19.05,7.2
339,jsat,30506 (4.93-5.03),34188 (2.24-2.41),215445.66540527344,1.8,44.91,5.99,38.2955,21.215,,17.77,-3.8,13.88,18.8204,0.0298251,0.0,15.97,41.11,7.89
337,jsat,30506 (4.93-5.03),34165 (2.00-2.33),215494.50915527344,,21.77,7.38,38.2955,21.215,,17.77,-3.8,13.88,18.8512,0.0243271,0.0,,17.97,6.5
718,jsat,32225 (4.52-4.95),32235 (4.03-5.00),216068.36610412598,4.25,1.19,0.31,19.1233,3.4687,,9.43,21.37,7.8,25.5597,0.0,0.934225,13.68,20.18,7.49
557,jsat,32201 (4.55-4.81),34189 (6.25-6.50),217252.740234375,5.26,6.3,0.54,19.1003,0.0,,9.65,25.35,7.74,18.8269,13.0138,0.0,14.91,19.05,7.2
1061,jsat,32233 (5.05-5.33),34189 (6.25-6.50),218205.130859375,3.03,1.12,1.67,25.747,0.0,1.9545,11.88,20.17,8.87,18.8269,13.0138,0.0,14.91,19.05,7.2
732,jsat,32225 (4.52-4.95),32238 (3.58-3.84),218241.74800109863,0.94,0.78,0.04,19.1233,3.4687,,9.43,21.37,7.8,9.47125,0.0,0.0842352,8.49,22.15,7.84
733,jsat,32225 (4.52-4.95),32239 (2.11-2.47),218571.41944885254,0.9,9.04,0.47,19.1233,3.4687,,9.43,21.37,7.8,9.47128,0.0,0.0275171,8.53,30.41,7.33
357,jsat,32201 (2.55-2.77),32228 (5.22-5.50),220024.41729736328,4.76,8.47,0.71,9.59389,0.0,,7.05,29.71,7.32,25.7248,9.63407,,11.81,21.24,8.03
